place_name,new_description
Maison de quartier Sohane - France Services,"La Maison de quartier et de la citoyenneté Sohane offre un accueil chaleureux et des services pratiques. Elle propose également des activités diverses, créées avec l'aide des habitants et des associations locales. De plus, elle est agréée France Services, ce qui signifie qu'elle aide les gens à faire leurs démarches administratives et à utiliser les outils numériques."
Maison pour tous Césaria Evora,"La Maison pour tous Césaria Evora est un lieu qui accueille tout le monde, des enfants en bas âge aux personnes âgées. Il y a beaucoup d'activités pour tous les goûts : ateliers, sorties, etc. Vous pouvez également obtenir des informations sur vos droits. Pour savoir combien coûtent les activités, il faut demander à l'accueil. Les horaires peuvent varier pendant les vacances scolaires. La maison est ouverte un ou deux samedis par mois."
Maison pour tous Youri Gagarine,"La Maison pour tous Youri Gagarine est un lieu qui accueille tout le monde, des enfants en bas âge aux personnes âgées. Il y a beaucoup d'activités pour tous les goûts : ateliers, sorties, etc. Pour connaître les prix, il faut se renseigner à l'accueil. Les horaires peuvent varier pendant les vacances scolaires."
La Maison des Initiatives et de la Citoyenneté,"La Maison des Initiatives et de la Citoyenneté (MIC) est un centre social où les gens peuvent se rencontrer et échanger. C'est un endroit pour partager des connaissances et des compétences, et pour participer à des activités socio-culturelles. La MIC est aussi un lieu d'accueil où les habitants peuvent obtenir des informations sur les services et les structures de la ville, et sur tout ce qui peut les aider dans leur vie quotidienne. C'est un espace où les gens peuvent exprimer leurs besoins, poser des questions et recevoir des orientations et des informations sur les activités et les services proposés par le centre et la ville."
Centre Municipal de Santé Henri Barbusse,"Le Centre Municipal de Santé Henri Barbusse est un lieu où de nombreux professionnels de santé travaillent ensemble pour prendre soin des patients. Ils proposent des consultations avec des médecins généralistes et spécialistes, des soins infirmiers et paramédicaux, ainsi que des prélèvements. Ce centre est ouvert à tous, même aux personnes qui n'ont pas beaucoup d'argent. Il propose le tiers-payant, ce qui signifie que vous n'avez pas à payer d'avance pour vos soins. N'oubliez pas de prendre votre carte vitale ou votre attestation de sécurité sociale. Vous pouvez prendre rendez-vous pour des soins dentaires au 01 49 45 69 0 ou pour des examens radiologiques au 01 49 45 69 26. Il est également possible de prendre rendez-vous en ligne sur Doctolib. Le centre dispose également d'un service appelé Permanence d'Accès aux Soins de Santé (PASS) qui aide les personnes qui ont besoin de soins mais qui n'y ont pas accès en raison de problèmes financiers ou de difficultés sociales. Le PASS propose un accompagnement social et aide les personnes à ouvrir leurs droits à la santé."
France Travail (ex-Pôle emploi) - Aubervilliers,"France Travail aide les personnes à trouver un emploi et peut donner des allocations chômage si certaines conditions sont remplies. Il propose également des aides pour se déplacer lors de la recherche d'un emploi ou pour suivre des formations, mais uniquement si certaines conditions sont respectées."
France Travail (ex-Pôle emploi) - Aulnay-sous-Bois,"France Travail aide les personnes à trouver un emploi et peut donner des allocations chômage si certaines conditions sont remplies. Il propose également des aides pour se déplacer lors de la recherche d'un emploi ou pour suivre des formations, mais uniquement si certaines conditions sont respectées."
France Travail (ex-Pôle emploi) - Bobigny,"France Travail aide les personnes à trouver un emploi et peut donner des allocations chômage si certaines conditions sont remplies. Il propose également des aides pour se déplacer lors de la recherche d'un emploi ou pour suivre des formations, mais uniquement si certaines conditions sont respectées."
France Travail (ex-Pôle emploi) - Bondy,"France Travail aide les personnes à trouver un emploi et peut donner des allocations chômage si certaines conditions sont remplies. Il propose également des aides pour se déplacer lors de la recherche d'un emploi ou pour suivre des formations, mais uniquement si certaines conditions sont respectées."
France Travail (ex-Pôle emploi) - Clichy-sous-Bois,"France Travail aide les personnes à trouver un emploi et peut donner des allocations chômage si certaines conditions sont remplies. Il propose également des aides pour se déplacer lors de la recherche d'un emploi ou pour suivre des formations, mais uniquement si certaines conditions sont respectées."
France Travail (ex-Pôle emploi) - Drancy,"France Travail aide les personnes à trouver un emploi et peut donner des allocations chômage si certaines conditions sont remplies. Il propose également des aides pour se déplacer lors de la recherche d'un emploi ou pour suivre des formations, mais uniquement si certaines conditions sont respectées."
France Travail (ex-Pôle emploi) - Epinay-sur-Seine,"France Travail aide les personnes à trouver un emploi et peut donner des allocations chômage si certaines conditions sont remplies. Il propose également des aides pour se déplacer lors de la recherche d'un emploi ou pour suivre des formations, mais uniquement si certaines conditions sont respectées."
France Travail (ex-Pôle emploi) - La Courneuve,"France Travail aide les personnes à trouver un emploi et peut donner des allocations chômage si certaines conditions sont remplies. Il propose également des aides pour se déplacer lors de la recherche d'un emploi ou pour suivre des formations, mais uniquement si certaines conditions sont respectées."
France Travail (ex-Pôle emploi) - Le Blanc-Mesnil,"France Travail aide les personnes à trouver un emploi et peut donner des allocations chômage si certaines conditions sont remplies. Il propose également des aides pour se déplacer lors de la recherche d'un emploi ou pour suivre des formations, mais uniquement si certaines conditions sont respectées."
France Travail (ex-Pôle emploi) - Livry-Gargan,"France Travail aide les personnes à trouver un emploi et peut donner des allocations chômage si certaines conditions sont remplies. Il propose également des aides pour se déplacer lors de la recherche d'un emploi ou pour suivre des formations, mais uniquement si certaines conditions sont respectées."
